Title,Authors,URL,Models,accuracy,precision,recall,f1,rmse,mse,bleu,auc,rouge
{C}o{MPM}: Context Modeling with Speaker{'}s Pre-trained Memory Tracking for Emotion Recognition in Conversation,"Lee, Joosung  and
Lee, Wooin",https://aclanthology.org/2022.naacl-main.416,"GRU(ki1, RoBERTa+GPT2, Transformer, ensemble, RoBERTa+BERT, BERT+RoBERTa, transformers, RoBERTa+DialogueRNN, RoBERTa, BERT, RoBERTa+RoBERTa, transformer-, rnn, GRU",,,,,,,,,
How Language-Dependent is Emotion Detection? Evidence from Multilingual {BERT},"De Bruyne, Luna  and
Singh, Pranaydeep  and
De Clercq, Orphee  and
Lefever, Els  and
Hoste, Veronique",https://aclanthology.org/2022.mrl-1.7,"BERT, transformer, transformers",,,,,,,,,
Shapes of Emotions: Multimodal Emotion Recognition in Conversations via Emotion Shifts,"Bansal, Keshav  and
Agarwal, Harsh  and
Joshi, Abhinav  and
Modi, Ashutosh",https://aclanthology.org/2022.mmmpie-1.6,"transformer, ensemble, LSTM, transformers, CNN, Transformer-, RNN, GRUs, BERT, GRU",,,1.0,,,,,,
Understanding the role of Emojis for emotion detection in {T}amil,"Rajalakshmi, Ratnavel  and
Mattins R, Faerie  and
Selvaraj, Srivarshan  and
Shibani, Antonette  and
Kumar M, Anand  and
Raja Chakravarthi, Bharathi",https://aclanthology.org/2022.mmlow-1.2,"transformer, SVM, ensemble, LSTM, transformers, XGBoost, CNN, BERT",,,,,,,,,
{BERT} 4{EVER}@{LT}-{EDI}-{ACL}2022-Detecting signs of Depression from Social Media:Detecting Depression in Social Media using Prompt-Learning and Word-Emotion Cluster,"Lin, Xiaotian  and
Fu, Yingwen  and
Yang, Ziyu  and
Lin, Nankai  and
Jiang, Shengyi",https://aclanthology.org/2022.ltedi-1.27,"ensemble, GPT, transformers, CNN, ensemble(Liu, RoBERTa-, BERT",,,,0.5426,,,,,
Angry or Sad ? Emotion Annotation for Extremist Content Characterisation,"Dragos, Valentina  and
Battistelli, Delphine  and
Etienne, Aline  and
Constable, Yol{\`e}ne",https://aclanthology.org/2022.lrec-1.21,"bert, ensemble",,,,,,,,,
Aspect-Based Emotion Analysis and Multimodal Coreference: A Case Study of Customer Comments on Adidas {I}nstagram Posts,"De Bruyne, Luna  and
Karimi, Akbar  and
De Clercq, Orphee  and
Prati, Andrea  and
Hoste, Veronique",https://aclanthology.org/2022.lrec-1.61,"bert, RoBERTa",0.455,,,,,,,,
A (Psycho-)Linguistically Motivated Scheme for Annotating and Exploring Emotions in a Genre-Diverse Corpus,"Etienne, Aline  and
Battistelli, Delphine  and
Lecorv{\'e}, Gw{\'e}nol{\'e}",https://aclanthology.org/2022.lrec-1.64,,,,,,,,,,
A Dataset for Speech Emotion Recognition in {G}reek Theatrical Plays,"Moutti, Maria  and
Eleftheriou, Sofia  and
Koromilas, Panagiotis  and
Giannakopoulos, Theodoros",https://aclanthology.org/2022.lrec-1.111,"SVM, CNNs, CNN",,,,,,50.0,,,
x-en{VENT}: A Corpus of Event Descriptions with Experiencer-specific Emotion and Appraisal Annotations,"Troiano, Enrica  and
Oberlaender, Laura Ana Maria  and
Wegge, Maximilian  and
Klinger, Roman",https://aclanthology.org/2022.lrec-1.146,Ensemble,,,,0.34,,,,,
{RED} v2: Enhancing {RED} Dataset for Multi-Label Emotion Detection,"Ciobotaru, Alexandra  and
Constantinescu, Mihai Vlad  and
Dinu, Liviu P.  and
Dumitrescu, Stefan",https://aclanthology.org/2022.lrec-1.149,"transformer, BERT, Roberta",,,,,,,,,
A Comparative Cross Language View On Acted Databases Portraying Basic Emotions Utilising Machine Learning,"Burkhardt, Felix  and
Hacker, Anabell  and
Reichel, Uwe  and
Wierstorf, Hagen  and
Eyben, Florian  and
Schuller, Bj{\""o}rn",https://aclanthology.org/2022.lrec-1.204,XGBoost,,,,,,,,,
A Study on the Ambiguity in Human Annotation of {G}erman Oral History Interviews for Perceived Emotion Recognition and Sentiment Analysis,"Gref, Michael  and
Matthiesen, Nike  and
Hikkal Venugopala, Sreenivasa  and
Satheesh, Shalaka  and
Vijayananth, Aswinkumar  and
Ha, Duc Bach  and
Behnke, Sven  and
K{\""o}hler, Joachim",https://aclanthology.org/2022.lrec-1.217,"SVM, ensemble, CNN, LSTMs, lstm, BERT",,,,,,,,,
Conversational Analysis of Daily Dialog Data using Polite Emotional Dialogue Acts,"Bothe, Chandrakant  and
Wermter, Stefan",https://aclanthology.org/2022.lrec-1.256,"Ensemble, Transformers, Transformer, RNNs, BERT",,,,,,,,,
{E}mo{WOZ}: A Large-Scale Corpus and Labelling Scheme for Emotion Recognition in Task-Oriented Dialogue Systems,"Feng, Shutong  and
Lubis, Nurul  and
Geishauser, Christian  and
Lin, Hsien-chin  and
Heck, Michael  and
van Niekerk, Carel  and
Gasic, Milica",https://aclanthology.org/2022.lrec-1.436,"transformer, transformers, GRUs, CNN, RNN, RoBERTa, BERT+COMET, BERT, GPT-2",,,,,,,,,
{Tweet Emotion Dynamics}: Emotion Word Usage in Tweets from {US} and {C}anada,"Vishnubhotla, Krishnapriya  and
Mohammad, Saif M.",https://aclanthology.org/2022.lrec-1.442,,,,,,,,,,
{ELAL}: An Emotion Lexicon for the Analysis of {A}lsatian Theatre Plays,"Bernhard, Delphine  and
Ruiz Fabo, Pablo",https://aclanthology.org/2022.lrec-1.534,transformer,,,,,,,,,
{HADREB}: Human Appraisals and ({E}nglish) Descriptions of Robot Emotional Behaviors,"Torres-Fonseca, Josue  and
Kennington, Casey",https://aclanthology.org/2022.lrec-1.617,"transformer, KNN, GPT, transformers, BERT",,,,,,,,,
{E}mo{I}n{H}indi: A Multi-label Emotion and Intensity Annotated Dataset in {H}indi for Emotion Recognition in Dialogues,"Singh, Gopendra Vikram  and
Priya, Priyanshu  and
Firdaus, Mauajama  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/2022.lrec-1.627,"Transformer, LSTM, CNN, LSTMs, GRUs, LSTM+Attn(Poria, LSTM+ATT",,,,,,,,,
{RELATE}: Generating a linguistically inspired Knowledge Graph for fine-grained emotion classification,"Schoene, Annika Marie  and
Dethlefs, Nina  and
Ananiadou, Sophia",https://aclanthology.org/2022.lrec-1.679,"BERT, gpt-2, LSTM, transformers",,,,,,,,,
{MMDAG}: Multimodal Directed Acyclic Graph Network for Emotion Recognition in Conversation,"Xu, Shuo  and
Jia, Yuxiang  and
Niu, Changyong  and
Zan, Hongying",https://aclanthology.org/2022.lrec-1.733,"Transformers, Transformer, LSTM, RoBERTa, GRUs, bert, XLNet, rnn",,,,,,,,,
Emotion analysis and detection during {COVID}-19,"Sosea, Tiberiu  and
Pham, Chau  and
Tekle, Alexander  and
Caragea, Cornelia  and
Li, Junyi Jessy",https://aclanthology.org/2022.lrec-1.750,"BERT-, SVMs, transformers, Lstm, BERT",,,,,,,,,
Cross-lingual Emotion Detection,"Hassan, Sabit  and
Shaar, Shaden  and
Darwish, Kareem",https://aclanthology.org/2022.lrec-1.751,"SVM, Transformer, SVMs, GPT, BERT-, transformers, lstm, BERT, cnn",,,,1.0,,,,,
A Multimodal Corpus for Emotion Recognition in Sarcasm,"Ray, Anupama  and
Mishra, Shubham  and
Nunna, Apoorva  and
Bhattacharyya, Pushpak",https://aclanthology.org/2022.lrec-1.756,"transformer, BERT, RoBERTa",,,,,0.91,,,,
Enriching Deep Learning with Frame Semantics for Empathy Classification in Medical Narrative Essays,"Dey, Priyanka  and
Girju, Roxana",https://aclanthology.org/2022.louhi-1.23,"transformer, SVM, LSTM, transformers, RoBERTa, BERT, rnns",,0.75,1.0,,,,,,
Towards a contextualised spatial-diachronic history of literature: mapping emotional representations of the city and the country in {P}olish fiction from 1864 to 1939,"Karli{\'n}ska, Agnieszka  and
Rosi{\'n}ski, Cezary  and
Wieczorek, Jan  and
Hubar, Patryk  and
Koco{\'n}, Jan  and
Kubis, Marek  and
Wo{\'z}niak, Stanis{\l}aw  and
Margraf, Arkadiusz  and
Walentynowicz, Wiktor",https://aclanthology.org/2022.latechclfl-1.14,"transformer, Transformers, RoBERTa-, RoBERTa, BERT",,,,,,,,,
Plug-and-Play Controller for Story Completion: A Pilot Study toward Emotion-aware Story Writing Assistance,"Mori, Yusuke  and
Yamane, Hiroaki  and
Shimizu, Ryohei  and
Harada, Tatsuya",https://aclanthology.org/2022.in2writing-1.6,"Transformers, Transformer, GPT-, bert, GPT-2",,,,,,,,,
Emotion-guided Cross-domain Fake News Detection using Adversarial Domain Adaptation,"Choudhry, Arjun  and
Khatri, Inder  and
Chakraborty, Arkajyoti  and
Vishwakarma, Dinesh  and
Prasad, Mukesh",https://aclanthology.org/2022.icon-main.10,"Bert, LSTM",,,,,,,,,
Beyond calories: evaluating how tailored communication reduces emotional load in diet-coaching,"Balloccu, Simone  and
Reiter, Ehud",https://aclanthology.org/2022.humeval-1.5,,,,,,,,,,
Design Considerations for an {NLP}-Driven Empathy and Emotion Interface for Clinician Training via Telemedicine,"Girju, Roxana  and
Girju, Marina",https://aclanthology.org/2022.hcinlp-1.3,,,,,,,,,,
Teaching Interactively to Learn Emotions in Natural Language,"Titung, Rajesh  and
Alm, Cecilia",https://aclanthology.org/2022.hcinlp-1.6,"transformer, SVM, BERT, transformers",,,,,,,,,
The Secret of Metaphor on Expressing Stronger Emotion,"Li, Yucheng  and
Guerin, Frank  and
Lin, Chenghua",https://aclanthology.org/2022.flp-1.6,,,,,,,,,,
A Sentiment and Emotion Annotated Dataset for Bitcoin Price Forecasting Based on {R}eddit Posts,"Seroyizhko, Pavlo  and
Zhexenova, Zhanel  and
Shafiq, Muhammad Zohaib  and
Merizzi, Fabio  and
Galassi, Andrea  and
Ruggeri, Federico",https://aclanthology.org/2022.finnlp-1.27,"transformer, LSTM, transformers, RNN, RoBERTa, BERT, GRU",,,,,,,,,
Empathetic Persuasion: Reinforcing Empathy and Persuasiveness in Dialogue Systems,"Samad, Azlaan Mustafa  and
Mishra, Kshitij  and
Firdaus, Mauajama  and
Ekbal, Asif",https://aclanthology.org/2022.findings-naacl.63,"transformer, transformers, RoBERTa, bert, GPT-2",,,,,,,,,
A Critical Reflection and Forward Perspective on Empathy and Natural Language Processing,"Lahnala, Allison  and
Welch, Charles  and
Jurgens, David  and
Flek, Lucie",https://aclanthology.org/2022.findings-emnlp.157,"BERT, ensemble, transformer, transformers",,,,,,,,,
Empathetic Dialogue Generation via Sensitive Emotion Recognition and Sensible Knowledge Selection,"Wang, Lanrui  and
Li, Jiangnan  and
Lin, Zheng  and
Meng, Fandong  and
Yang, Chenxu  and
Wang, Weiping  and
Zhou, Jie",https://aclanthology.org/2022.findings-emnlp.340,"Transformer, LSTM, GPT, transformers",,,,,,,,,
Self-supervised Cross-modal Pretraining for Speech Emotion Recognition and Sentiment Analysis,"Chu, Iek-Heng  and
Chen, Ziyi  and
Yu, Xinlu  and
Han, Mei  and
Xiao, Jing  and
Chang, Peng",https://aclanthology.org/2022.findings-emnlp.375,"transformer, transformers, RoBERTa, BERT, GPT-2, transformer-",,,,,,,,,
Empathetic and Emotionally Positive Conversation Systems with an Emotion-specific Query-Response Memory,"Tian, Zhiliang  and
Wang, Yinliang  and
Song, Yiping  and
Zhang, Chi  and
Lee, Dongkyu  and
Zhao, Yingxiu  and
Li, Dongsheng  and
Zhang, Nevin L.",https://aclanthology.org/2022.findings-emnlp.475,"transformer, BERT-, GPT, transformers, GRU-, GRUs, BERT, rnn, GRU",,,,,,,,,
Multi-Granularity Semantic Aware Graph Model for Reducing Position Bias in Emotion Cause Pair Extraction,"Bao, Yinan  and
Ma, Qianwen  and
Wei, Lingwei  and
Zhou, Wei  and
Hu, Songlin",https://aclanthology.org/2022.findings-acl.95,"Transformer, transformers, CNN, RNN, BERT",,,,0.696,,,,,
{E}mo{C}aps: Emotion Capsule based Model for Conversational Emotion Recognition,"Li, Zaijing  and
Tang, Fengxiao  and
Zhao, Ming  and
Zhu, Yusen",https://aclanthology.org/2022.findings-acl.126,"transformer, LSTM, transformers, BERT, CNN, GRUs, GRU, XLNet, rnn, transformer-",,,,,,,,,
{MMM}: An Emotion and Novelty-aware Approach for Multilingual Multimodal Misinformation Detection,"Gupta, Vipin  and
Kumari, Rina  and
Ashok, Nischal  and
Ghosal, Tirthankar  and
Ekbal, Asif",https://aclanthology.org/2022.findings-aacl.43,"BERT, CNN, transformers",,,,,,,,,
Improving Multi-turn Emotional Support Dialogue Generation with Lookahead Strategy Planning,"Cheng, Yi  and
Liu, Wenge  and
Li, Wenjie  and
Wang, Jiashuo  and
Zhao, Ruihui  and
Liu, Bang  and
Liang, Xiaodan  and
Zheng, Yefeng",https://aclanthology.org/2022.emnlp-main.195,"Transformers, LSTM(u1, Transformer, LSTM",,,,,,,,,
Face-Sensitive Image-to-Emotional-Text Cross-modal Translation for Multimodal Aspect-based Sentiment Analysis,"Yang, Hao  and
Zhao, Yanyan  and
Qin, Bing",https://aclanthology.org/2022.emnlp-main.219,"transformer, LSTM, transformers, BERT+BL, BERT",,,,,,,,,
Efficient Nearest Neighbor Emotion Classification with {BERT}-whitening,"Yin, Wenbiao  and
Shang, Lin",https://aclanthology.org/2022.emnlp-main.312,"KNN, Transformers, BERT-, roberta-, KNN-, xlnet-, RoBERTa, BERT, XLNet",,,,,,,,,
Supervised Prototypical Contrastive Learning for Emotion Recognition in Conversation,"Song, Xiaohui  and
Huang, Longtao  and
Xue, Hui  and
Hu, Songlin",https://aclanthology.org/2022.emnlp-main.347,"Transformers(Wolf, Transformer, roberta, Transformers, RNNs, rnn",,,,,,13.0,,,
Pair-Based Joint Encoding with Relational Graph Convolutional Networks for Emotion-Cause Pair Extraction,"Liu, Junlong  and
Shang, Xichen  and
Ma, Qianli",https://aclanthology.org/2022.emnlp-main.358,"BERT, rnn, transformer, transformers",,,,,,,,,
{U}ni{MSE}: Towards Unified Multimodal Sentiment Analysis and Emotion Recognition,"Hu, Guimin  and
Lin, Ting-En  and
Zhao, Yi  and
Lu, Guangming  and
Wu, Yuchuan  and
Li, Yongbin",https://aclanthology.org/2022.emnlp-main.534,"BERT, Transformer, transformers, LSTMs",,,,0.691,,,,,
{A}rt{EL}ingo: A Million Emotion Annotations of {W}iki{A}rt with Emphasis on Diversity over Language and Culture,"Mohamed, Youssef  and
Abdelfattah, Mohamed  and
Alhuwaider, Shyma  and
Li, Feifan  and
Zhang, Xiangliang  and
Church, Kenneth  and
Elhoseiny, Mohamed",https://aclanthology.org/2022.emnlp-main.600,"roBERTa, LSTM, Transformer, transformers, CNN, BERT",,,,,,,,,
Calibrating Student Models for Emotion-related Tasks,"Hosseini, Mahshid  and
Caragea, Cornelia",https://aclanthology.org/2022.emnlp-main.629,"BERT+Mixup, BERT+Mixup+(LS+TS, Transformer, RoBERTa+Ours+(LS+TS, RoBERTa+Mixup, transformers, BERT+(LS+TS, RoBERTa+Ours, BERT+Ours+(LS+TS, RoBERTa, BERT, RoBERTa+Mixup+(LS+TS, BERT+Ours, RoBERTa+(LS+TS",,,,,,,,,
Why Do You Feel This Way? Summarizing Triggers of Emotions in Social Media Posts,"Zhan, Hongli  and
Sosea, Tiberiu  and
Caragea, Cornelia  and
Li, Junyi Jessy",https://aclanthology.org/2022.emnlp-main.642,"transformer, BERT-, transformers, CNN, BERT",,,,,,,,,
Textless Speech Emotion Conversion using Discrete {\&} Decomposed Representations,"Kreuk, Felix  and
Polyak, Adam  and
Copet, Jade  and
Kharitonov, Eugene  and
Nguyen, Tu Anh  and
Rivi{\`e}re, Morgan  and
Hsu, Wei-Ning  and
Mohamed, Abdelrahman  and
Dupoux, Emmanuel  and
Adi, Yossi",https://aclanthology.org/2022.emnlp-main.769,"transformer, LSTM, transformers, CNN, BERT",,,,,,,,,
{UMUT}eam@{T}amil{NLP}-{ACL}2022: Emotional Analysis in {T}amil,"Garc{\'\i}a-D{\'\i}az, Jos{\'e}  and
Rodr{\'\i}guez Garc{\'\i}a, Miguel {\'A}ngel  and
Valencia-Garc{\'\i}a, Rafael",https://aclanthology.org/2022.dravidianlangtech-1.6,"Transformers, ensemble, ensembles, CNN, RoBERTa, Bert",,,,,,,,,
{J}udith{J}eyafreeda{A}ndrew@{T}amil{NLP}-{ACL}2022:{CNN} for Emotion Analysis in {T}amil,"Andrew, Judith Jeyafreeda",https://aclanthology.org/2022.dravidianlangtech-1.9,"BERT, CNN, cnns",,0.21,0.15,0.171,,,,,
{GJG}@{T}amil{NLP}-{ACL}2022: Emotion Analysis and Classification in {T}amil using Transformers,"Prasad, Janvi  and
Prasad, Gaurang  and
C, Gunavathi",https://aclanthology.org/2022.dravidianlangtech-1.14,"transformer, Transformers, SVM, LSTM, knn, RoBERTa, BERT",,0.2,0.18,0.06,,,,,
{PANDAS}@{T}amil{NLP}-{ACL}2022: Emotion Analysis in {T}amil Text using Language Agnostic Embeddings,"K, Divyasri  and
G L, Gayathri  and
Swaminathan, Krithika  and
Durairaj, Thenmozhi  and
B, Bharathi  and
B, Senthil Kumar",https://aclanthology.org/2022.dravidianlangtech-1.17,"kNN, transformer, SVM, CNN, RNN, RoBERTa, BERT",,0.01,0.08,0.01,,,,,
{SSNCSE}{\_}{NLP}@{T}amil{NLP}-{ACL}2022: Transformer based approach for Emotion analysis in {T}amil language,"B, Bharathi  and
Varsha, Josephine",https://aclanthology.org/2022.dravidianlangtech-1.20,"KNN, SVM, Transformer, LSTM, Transformers, RNNs, BERT, XLNet, bert-",,,,0.19,,,,,
{MUCS}@{D}ravidian{L}ang{T}ech@{ACL}2022: Ensemble of Logistic Regression Penalties to Identify Emotions in {T}amil Text,"Hegde, Asha  and
Coelho, Sharal  and
Shashirekha, Hosahalli",https://aclanthology.org/2022.dravidianlangtech-1.23,"kNN, Ensemble, Transformers, SVM, CNN, BERT",,,,0.04,,,,,
{V}arsini{\_}and{\_}{K}irthanna@{D}ravidian{L}ang{T}ech-{ACL}2022-Emotional Analysis in {T}amil,"S, Varsini  and
Rajan, Kirthanna  and
S, Angel  and
Sivanaiah, Rajalakshmi  and
Rajendram, Sakaya Milton  and
T T, Mirnalinee",https://aclanthology.org/2022.dravidianlangtech-1.26,,,,,,,,,,
{CUET}-{NLP}@{T}amil{NLP}-{ACL}2022: Multi-Class Textual Emotion Detection from Social Media using Transformer,"Mustakim, Nasehatul  and
Rabu, Rabeya  and
Md. Mursalin, Golam  and
Hossain, Eftekhar  and
Sharif, Omar  and
Hoque, Mohammed Moshiul",https://aclanthology.org/2022.dravidianlangtech-1.31,"lstms, transformer, Transformers, SVM, LSTM, ensemble, roberta, CNN, BERT, transformer-, GRU",,,,0.33,,,,,
{O}ptimize{\_}{P}rime@{D}ravidian{L}ang{T}ech-{ACL}2022: Emotion Analysis in {T}amil,"Gokhale, Omkar  and
Patankar, Shantanu  and
Litake, Onkar  and
Mandke, Aditya  and
Kadam, Dipali",https://aclanthology.org/2022.dravidianlangtech-1.35,"transformer, Ensemble, SVM, LSTM, RNNs, transformers, XGBoost, RNN, LSTMs, BERT(M, RoBERTa, BERT",,,,0.125,,,,,
Findings of the Shared Task on Emotion Analysis in {T}amil,"Sampath, Anbukkarasi  and
Durairaj, Thenmozhi  and
Chakravarthi, Bharathi Raja  and
Priyadharshini, Ruba  and
Cn, Subalalitha  and
Shanmugavadivel, Kogilavani  and
Thavareesan, Sajeetha  and
Thangasamy, Sathiyaraj  and
Krishnamurthy, Parameswari  and
Hande, Adeep  and
Benhur, Sean  and
Ponnusamy, Kishore  and
Pandiyan, Santhiya",https://aclanthology.org/2022.dravidianlangtech-1.42,"transformer, SVM, ensemble, LSTM, transformers, ensembles, CNN, RNN, BERT",,,,,,,,,
{S}ynt{A}ct: A Synthesized Database of Basic Emotions,"Burkhardt, Felix  and
Eyben, Florian  and
Schuller, Bj{\""o}rn",https://aclanthology.org/2022.dclrl-1.1,XGBoost,,,,,,,,,
"{COMMA}: Modeling Relationship among Motivations, Emotions and Actions in Language-based Human Activities","Xie, Yuqiang  and
Hu, Yue  and
Peng, Wei  and
Bi, Guanqun  and
Xing, Luxi",https://aclanthology.org/2022.coling-1.15,"ensemble, transformers, GPT-, GPT-2/, RoBERTa, BERT, GPT-2, GRU",,,,,,,,,
{D}ialogue{EIN}: Emotion Interaction Network for Dialogue Affective Analysis,"Liu, Yuchen  and
Zhao, Jinming  and
Hu, Jingwen  and
Li, Ruichen  and
Jin, Qin",https://aclanthology.org/2022.coling-1.57,"transformer, RoBERTa+TRM, LSTM, RoBERTa+TRM+Attentions, Transformer-, RoBERTa+TRM+CRF, RNN, RoBERTa, GRUs, bert, XLNet, RoBERTa([CLS, RoBERTa+TRM+Attentions+CRF, GRU",,,,,,,,,
Emotion Enriched Retrofitted Word Embeddings,"Shah, Sapan  and
Reddy, Sreedhar  and
Bhattacharyya, Pushpak",https://aclanthology.org/2022.coling-1.363,"BERT, SVM, BERT-, transformer",,,,,,,,,
"{CHAE}: Fine-Grained Controllable Story Generation with Characters, Actions and Emotions","Wang, Xinpeng  and
Jiang, Han  and
Wei, Zhihua  and
Zhou, Shanlin",https://aclanthology.org/2022.coling-1.559,"transformer, Transformers, GPT, BERT, GPT-2, cnn",,,,,,,,,
A Multi-turn Machine Reading Comprehension Framework with Rethink Mechanism for Emotion-Cause Pair Extraction,"Zhou, Changzhi  and
Song, Dandan  and
Xu, Jing  and
Wu, Zhijing",https://aclanthology.org/2022.coling-1.584,"transformer, BERT(I, transformers, BERT, rnn",,,,,,,,,
A Sentiment and Emotion Aware Multimodal Multiparty Humor Recognition in Multilingual Conversational Setting,"Chauhan, Dushyant Singh  and
Singh, Gopendra Vikram  and
Arora, Aseem  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/2022.coling-1.587,"Transformer, roberta",,,,,,,,,
