Database,Category,Subcategory,Paper Title
scopus,emotion,machine_learning,audio-textual emotion recognition based on improved neural networks
scopus,emotion,machine_learning,a hybrid latent space data fusion method for multimodal emotion recognition
scopus,emotion,machine_learning,classification of patient emotions in nonverbal communication based on machine learning
scopus,emotion,machine_learning,multimodal approach of speech emotion recognition using multi-level multi-head fusion attention-based recurrent neural network
scopus,emotion,machine_learning,development of facial emotion recognition system using unimodal and multimodal approach
scopus,emotion,machine_learning,multimodal approach: emotion recognition from audio and video modality
scopus,emotion,machine_learning,going beyond closed sets: a multimodal perspective for video emotion analysis
scopus,emotion,machine_learning,multimodal emotion recognition using cross modal audio-video fusion with attention and deep metric learning
scopus,emotion,machine_learning,residual multimodal transformer for expression-eeg fusion continuous emotion recognition
scopus,emotion,machine_learning,electroencephalography based fusion two-dimensional (2d)-convolution neural networks (cnn) model for emotion recognition system
scopus,emotion,machine_learning,functional emotion transformer for eeg-assisted cross-modal emotion recognition
scopus,emotion,machine_learning,emonets: multimodal deep learning approaches for emotion recognition in video
scopus,emotion,machine_learning,emotion recognition from multimodal physiological signals using a regularized deep fusion of kernel machine
scopus,emotion,machine_learning,memobert: pre-training model with prompt-based learning for multimodal emotion recognition
scopus,emotion,machine_learning,multimodal emotion-cause pair extraction in conversations
scopus,emotion,machine_learning,layer-wise fusion with modality independence modeling for multi-modal emotion recognition
scopus,emotion,machine_learning,joint modelling of audio-visual cues using attention mechanisms for emotion recognition
scopus,emotion,machine_learning,emotion recognition on multimodal with deep learning and ensemble
scopus,emotion,machine_learning,music video emotion classification using slow–fast audio–video network and unsupervised feature representation
scopus,emotion,machine_learning,a proposal for multimodal emotion recognition using aural transformers and action units on ravdess dataset
scopus,emotion,machine_learning,muse-ing on the impact of utterance ordering on crowdsourced emotion annotations
scopus,emotion,machine_learning,emotional speech-based personality prediction using npso architecture in deep learning
scopus,emotion,machine_learning,multimodal human facial emotion recognition using densenet-161 and image feature stabilization algorithm
scopus,emotion,machine_learning,inferring emotion from large-scale internet voice data: a semi-supervised curriculum augmentation based deep learning approach
scopus,emotion,machine_learning,real-time emotion pre-recognition in conversations with contrastive multi-modal dialogue pre-training
scopus,emotion,machine_learning,semantic-based visual emotion recognition in videos-a transfer learning approach
scopus,emotion,machine_learning,amuse: adaptive multimodal analysis for speaker emotion recognition in group conversations
scopus,emotion,machine_learning,multimodal emotion recognition with modality-pairwise unsupervised contrastive loss
scopus,emotion,machine_learning,multimodal emotion recognition using acoustic and visual features
scopus,emotion,machine_learning,gaze-enhanced crossmodal embeddings for emotion recognition
scopus,emotion,machine_learning,user emotion status recognition in moocs study environment based on eye tracking and video feature fusion
scopus,emotion,machine_learning,recognition of anger and neutral emotions in speech with different languages
scopus,emotion,machine_learning,estimation of facial emotion based on landmark points by applying artificial intelligence and machine learning
scopus,emotion,machine_learning,multimodal knowledge-enhanced interactive network with mixed contrastive learning for emotion recognition in conversation
scopus,emotion,machine_learning,fine-tuning the wav2vec2 model for automatic speech emotion recognition system
scopus,emotion,machine_learning,sterm: a multimodal speech emotion recognition model in filipino gaming settings
scopus,emotion,machine_learning,multimodal sentiment and emotion recognition in hyperbolic space
scopus,emotion,machine_learning,an assessment of in-the-wild datasets for multimodal emotion recognition
scopus,emotion,machine_learning,an ensemble learning method for emotion charting using multimodal physiological signals
